Weight	Self Weight	Symbol Names
10.00 ms   0.0%	10.00 ms	               swift::StackAllocator<984ul, &swift::TaskAllocatorSlabMetadata>::getSlabForAllocation(unsigned long)
5.00 ms   0.0%	0 s	              swift_task_getCurrent
5.00 ms   0.0%	0 s	               completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
5.00 ms   0.0%	5.00 ms	                swift_task_getCurrent
6.51 ms   0.0%	0 s	             DYLD-STUB$$swift_task_dealloc
6.51 ms   0.0%	0 s	              completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
6.51 ms   0.0%	6.51 ms	               DYLD-STUB$$swift_task_dealloc
5.82 ms   0.0%	0 s	             <deduplicated_symbol>
5.82 ms   0.0%	5.82 ms	              <deduplicated_symbol>
5.00 ms   0.0%	0 s	             swift_task_alloc
5.00 ms   0.0%	5.00 ms	              swift_task_alloc
777.21 µs   0.0%	0 s	             swift_task_dealloc
654.21 µs   0.0%	0 s	              completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
654.21 µs   0.0%	654.21 µs	               swift_task_dealloc
123.00 µs   0.0%	123.00 µs	              swift_task_dealloc
20.63 ms   0.0%	0 s	            <deduplicated_symbol>
10.63 ms   0.0%	10.63 ms	             <deduplicated_symbol>
5.00 ms   0.0%	0 s	             swift_task_alloc
5.00 ms   0.0%	0 s	              swift::StackAllocator<984ul, &swift::TaskAllocatorSlabMetadata>::getSlabForAllocation(unsigned long)
5.00 ms   0.0%	5.00 ms	               swift::StackAllocator<984ul, &swift::TaskAllocatorSlabMetadata>::getSlabForAllocation(unsigned long)
5.00 ms   0.0%	0 s	             swift_task_getCurrent
5.00 ms   0.0%	0 s	              completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
5.00 ms   0.0%	5.00 ms	               swift_task_getCurrent
10.00 ms   0.0%	0 s	            swift_task_alloc
5.00 ms   0.0%	5.00 ms	             swift_task_alloc
5.00 ms   0.0%	0 s	             completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
5.00 ms   0.0%	5.00 ms	              swift_task_alloc
10.00 ms   0.0%	5.00 ms	            TaskLocal.withValueImpl<A>(_:operation:isolation:file:line:)
5.00 ms   0.0%	5.00 ms	             TaskLocal.withValueImpl<A>(_:operation:isolation:file:line:)
6.55 ms   0.0%	0 s	            swift_task_getCurrent
6.55 ms   0.0%	0 s	             completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
6.55 ms   0.0%	6.55 ms	              swift_task_getCurrent
5.00 ms   0.0%	0 s	            DYLD-STUB$$swift_task_dealloc
5.00 ms   0.0%	0 s	             completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
5.00 ms   0.0%	5.00 ms	              DYLD-STUB$$swift_task_dealloc
5.00 ms   0.0%	0 s	            DYLD-STUB$$swift_task_alloc
5.00 ms   0.0%	0 s	             completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
5.00 ms   0.0%	5.00 ms	              DYLD-STUB$$swift_task_alloc
1.89 ms   0.0%	0 s	            <deduplicated_symbol>
1.20 ms   0.0%	0 s	             swift_task_dealloc
1.20 ms   0.0%	1.20 ms	              swift_task_dealloc
532.75 µs   0.0%	532.75 µs	             <deduplicated_symbol>
157.08 µs   0.0%	0 s	             swift_task_getCurrent
157.08 µs   0.0%	0 s	              completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
157.08 µs   0.0%	157.08 µs	               swift_task_getCurrent
1.70 ms   0.0%	0 s	            swift_task_dealloc
1.70 ms   0.0%	1.70 ms	             swift_task_dealloc
213.56 ms   0.0%	0 s	           TaskLocal.withValueImpl<A>(_:operation:isolation:file:line:)
158.65 ms   0.0%	0 s	            swift::TaskLocal::Storage::pushValue(swift::AsyncTask*, swift::HeapObject const*, swift::OpaqueValue*, swift::TargetMetadata<swift::InProcess> const*)
140.31 ms   0.0%	0 s	             swift_task_hasTaskGroupStatusRecord
72.55 ms   0.0%	0 s	              withStatusRecordLock(swift::AsyncTask*, swift::ActiveTaskStatus, __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus)>, __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus, swift::ActiveTaskStatus&)>)
30.78 ms   0.0%	0 s	               swift::concurrency::trace::task_status_changed(swift::AsyncTask*, unsigned char, bool, bool, bool, bool, bool)
15.78 ms   0.0%	15.78 ms	                swift::concurrency::trace::task_status_changed(swift::AsyncTask*, unsigned char, bool, bool, bool, bool, bool)
15.00 ms   0.0%	0 s	                os_signpost_id_make_with_pointer
10.00 ms   0.0%	0 s	                 os_signpost_enabled
10.00 ms   0.0%	10.00 ms	                  os_signpost_enabled
5.00 ms   0.0%	5.00 ms	                 os_signpost_id_make_with_pointer
16.88 ms   0.0%	0 s	               DYLD-STUB$$os_apt_msg_async_task_running_4swift
16.88 ms   0.0%	0 s	                completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
16.88 ms   0.0%	16.86 ms	                 DYLD-STUB$$os_apt_msg_async_task_running_4swift
16.50 µs   0.0%	0 s	                  0xfffffe000885befc (kernel.release.t6031 +0x184ff07) <4884B2A4-D648-3989-A74C-9F242960BE5B>
16.50 µs   0.0%	0 s	                   0xfffffe000889fc60 (kernel.release.t6031 +0x1893d7f) <4884B2A4-D648-3989-A74C-9F242960BE5B>
16.50 µs   0.0%	0 s	                    0xfffffe00088e3228 (kernel.release.t6031 +0x18d7319) <4884B2A4-D648-3989-A74C-9F242960BE5B>
16.50 µs   0.0%	16.50 µs	                     0xfffffe00088e42a0 (kernel.release.t6031 +0x18d8931) <4884B2A4-D648-3989-A74C-9F242960BE5B>
11.79 ms   0.0%	0 s	               os_signpost_id_make_with_pointer
6.79 ms   0.0%	0 s	                completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
